threshold,tp,fp,fn,tn,precision,recall,f1,fn_loss,fp_loss,total_cost,savings
0.33116541353383455,3312,16536,752,97508,0.16686819830713423,0.8149606299212598,0.2770157243225159,10090296.725000001,57393263.82000002,67483560.54500002,-9543141.985000014
0.33366666666666667,3302,16351,762,97693,0.16801506131379434,0.8125,0.2784500569211958,10284690.67,56835169.92000001,67119860.59,-9179442.030000001
0.3361679197994987,3296,16171,768,97873,0.1693121693121693,0.8110236220472441,0.28014109047639285,10442913.355,56125501.328,66568414.683,-8627996.122999996
0.33866917293233084,3291,16010,773,98034,0.17050930003626755,0.8097933070866141,0.2817034025251445,10474593.05,55547988.85,66022581.900000006,-8082163.340000004
0.3411704260651629,3289,15878,775,98166,0.1715970157040747,0.8093011811023622,0.2831561275881365,10491783.8,55134491.647,65626275.447,-7685856.8869999945
0.34367167919799496,3280,15706,784,98338,0.17275887496049722,0.8070866141732284,0.28459869848156183,10610417.41,54594655.473000005,65205072.883,-7264654.322999999
0.3461729323308271,3276,15529,788,98515,0.17420898697155013,0.8061023622047244,0.2865013774104683,10655399.005,54049593.267,64704992.272,-6764573.7119999975
0.34867418546365914,3271,15390,793,98654,0.1752853544826108,0.8048720472440944,0.2878767876787679,10706625.810000002,53435538.518,64142164.328,-6201745.767999999
0.3511754385964912,3267,15231,797,98813,0.1766136879662666,0.8038877952755905,0.28960198563957096,10731788.889999999,52881846.764,63613635.654,-5673217.093999997
0.3536766917293233,3259,15083,805,98961,0.17767964235088868,0.8019192913385826,0.2909042220833705,10922111.665,52356561.650000006,63278673.315000005,-5338254.755000003
0.35617794486215537,3254,14935,810,99109,0.1788993347627687,0.8006889763779528,0.29245494989439624,10990813.280000001,51849128.066,62839941.346,-4899522.785999998
0.3586791979949875,3248,14794,816,99250,0.18002438754018402,0.7992125984251969,0.29385687143761874,11075289.030000001,51409023.113000005,62484312.14300001,-4543893.583000004
0.36118045112781955,3241,14650,823,99394,0.1811525347940305,0.7974901574803149,0.2952402641767251,11313881.004999999,50941431.34300001,62255312.348000005,-4314893.7880000025
0.3636817042606516,3235,14510,829,99534,0.18230487461256692,0.796013779527559,0.2966665138245678,11437716.77,50553226.056,61990942.826000005,-4050524.2660000026
0.3661829573934837,3231,14367,833,99677,0.18360040913740197,0.7950295275590551,0.2983104053180685,11484456.165,50030841.017,61515297.182,-3574878.621999994
0.3686842105263158,3227,14213,837,99831,0.18503440366972476,0.7940452755905512,0.3001302083333333,11528259.66,49532334.521,61060594.180999994,-3120175.620999992
0.37118546365914784,3219,14086,845,99958,0.1860156024270442,0.7920767716535433,0.3012775515934297,11593452.489999998,49122986.33200001,60716438.82200001,-2776020.2620000094
0.37368671679197996,3215,13942,849,100102,0.18738707233199278,0.7910925196850394,0.3030017435559116,11631899.029999997,48709756.227,60341655.257,-2401236.696999997
0.376187969924812,3209,13801,855,100243,0.18865373309817754,0.7896161417322834,0.3045458859257853,11704765.224999998,48228077.995000005,59932843.22,-1992424.6599999964
